gem_id,gem_parent_id,source_language,target_language,source,target,references
wikilingua_multilingual-train-186222,wikilingua_multilingual-train-186222,fr,fr,"Vous pouvez utiliser du papier imprimante blanc, du papier coloré ou du papier origami imprimé. Le papier origami est habituellement carré, mais si vous n'en avez pas, vous pouvez commencer avec une feuille rectangulaire. Posez la feuille à plat devant vous . Vous trouverez du papier origami dans une papèterie ou un magasin de loisirs créatifs.",Choisissez du papier.,['Choisissez du papier.']
wikilingua_multilingual-train-186232,wikilingua_multilingual-train-186232,fr,fr,"Vous pouvez garder les tiges, une partie d'entre elles ou aucune en ne conservant que les feuilles, ceci dépend de vous et de vos préférences. Si vous préparez un curry (invitez-nous) ou une sauce, il est préférable de laisser les tiges, car la saveur y est concentrée. Dans d'autres cas, vous ne pouvez employer que les feuilles.",Déterminez la quantité de tiges que vous allez conserver.,['Déterminez la quantité de tiges que vous allez conserver.']
wikilingua_multilingual-train-186306,wikilingua_multilingual-train-186306,fr,fr,C’est l’icône bleue avec un avion en papier à l’intérieur. On la trouve habituellement sur l’écran d’accueil ou dans le tiroir d’applications.  C’est un rond bleu avec une flèche blanche pointant vers le bas. La vidéo va être téléchargée dans l’emplacement par défaut où sont enregistrés les téléchargements sur votre Android.,Ouvrez Telegram sur votre Android. Sélectionnez la discussion qui contient la vidéo. Appuyez sur la flèche située sur la vidéo.,['Ouvrez Telegram sur votre Android. Sélectionnez la discussion qui contient la vidéo. Appuyez sur la flèche située sur la vidéo.']
wikilingua_multilingual-train-186327,wikilingua_multilingual-train-186327,fr,fr,Faites-la tremper dans l'eau jusqu'à ce qu'elle soit ferme. Versez quatre cuillères à soupe d'eau froide dans un bol résistant à la chaleur et ajoutez deux cuillères à café de gélatine en poudre au gout neutre. Laissez le produit s'hydrater pendant 5 à 10 min. Le mélange doit commencer à avoir un aspect épais et gélatineux .,Hydratez la gélatine.,['Hydratez la gélatine.']
wikilingua_multilingual-train-186330,wikilingua_multilingual-train-186330,fr,fr,"Choisissez au moins deux couleurs différentes. Vous pouvez les choisir en fonction de la saison ou de la fête que vous allez célébrer : du rouge, du vert et du jaune pour Noël ou des tons pastel pour un mariage ou la naissance d’un bébé.",Commencez par vous procurer au moins 10 morceaux de papier coloré.,['Commencez par vous procurer au moins 10 morceaux de papier coloré.']
wikilingua_multilingual-train-186364,wikilingua_multilingual-train-186364,fr,fr,"Utilisez votre imagination pour savoir ce que vous voulez faire du savon. Les sculpteurs professionnels sont capables de sculpter des fleurs ou des animaux. Si vous débutez dans cet art, utilisez une forme plus simple comme une tortue, un poisson ou un cœur. Ce genre de modèle est mieux adapté à la forme du savon et il demande moins de travail sur les détails.",Décidez de votre sujet.,['Décidez de votre sujet.']
wikilingua_multilingual-train-186438,wikilingua_multilingual-train-186438,fr,fr,"Quelques gouttes de colorant rendront le slime plus joli, mais cela est facultatif. Ainsi, le mélange va obtenir la consistance recherchée. Ce slime se conserve très bien, loin de la lumière du soleil et de la chaleur.",Ajoutez de la couleur si vous le désirez. Laissez reposer pendant une heure. Conservez dans un récipient hermétique.,['Ajoutez de la couleur si vous le désirez. Laissez reposer pendant une heure. Conservez dans un récipient hermétique.']
wikilingua_multilingual-train-186451,wikilingua_multilingual-train-186451,fr,fr,"Utilisez un couteau de cuisine pour faire cette incision. Cela permettra aux châtaignes de cuire plus facilement. Bouillies, les châtaignes ne seront pas aussi délicieuses ou parfumées que rôties, mais c'est un bon moyen de les ramollir rapidement.  Attendez au moins 2 ou 3 minutes que les châtaignes aient suffisamment refroidies pour que vous puissiez vous en saisir.  Dégustez ces châtaignes nature ou avec une demi cuillère à café de cannelle et une cuillère à café de beurre fondu.",Faites bouillir une casserole d'eau. Incisez un X sur l'un des côtés de deux tasses de châtaignes. Faites bouillir les châtaignes pendant 5 à 10 minutes. Laissez refroidir les châtaignes. Épluchez les châtaignes en retirant la coque et la membrane. Servez.,"[""Faites bouillir une casserole d'eau. Incisez un X sur l'un des côtés de deux tasses de châtaignes. Faites bouillir les châtaignes pendant 5 à 10 minutes. Laissez refroidir les châtaignes. Épluchez les châtaignes en retirant la coque et la membrane. Servez.""]"
wikilingua_multilingual-train-186548,wikilingua_multilingual-train-186548,fr,fr,"Vous trouverez généralement le raccourci sur l'écran d'accueil. Le raccourci se trouve vers le bas du menu, vous devez faire défiler la fenêtre vers le bas pour l'atteindre. La liste des résolutions disponibles s'affichera. Les options diffèrent entre les téléphones et les tablettes. Plus le nombre est élevé, plus la qualité sera bonne. Le paramètre choisi sera immédiatement appliqué.",Ouvrez les paramètres. Appuyez sur Appareil photo. Appuyez sur Format des vidéos. Sélectionnez une résolution.,['Ouvrez les paramètres. Appuyez sur Appareil photo. Appuyez sur Format des vidéos. Sélectionnez une résolution.']
wikilingua_multilingual-train-186604,wikilingua_multilingual-train-186604,fr,fr,"La seule manière de supprimer votre historique de recherche dans Safari pour iOS est d'effacer votre historique de navigation.  Vous serez invité à confirmer l'action en appuyant sur Effacer. Cela supprimera tout votre historique de navigation et cache, ainsi que votre historique de recherches récentes.","Accédez aux réglages. Sélectionnez l'option Safari dans le menu Réglages. Défilez et sélectionnez Effacer l'historique, données de site.","[""Accédez aux réglages. Sélectionnez l'option Safari dans le menu Réglages. Défilez et sélectionnez Effacer l'historique, données de site.""]"
wikilingua_multilingual-train-186661,wikilingua_multilingual-train-186661,fr,fr,"Utilisez un site de partage de photos en ligne comme Photobucket, Flickr, Tumblr ou tout autre site. Une fois le compte créé, vous pouvez envoyer votre bannière, votre avatar et toute autre image sur le site. Il suffira de coller, par exemple, le code de votre bannière pour en faire une signature pour forum, pour illustrer un site ou tout ce que vous voulez d'autre.",Créez un compte. Récupérez le code HTML de chaque image.,['Créez un compte. Récupérez le code HTML de chaque image.']
wikilingua_multilingual-train-186724,wikilingua_multilingual-train-186724,fr,fr,"Pour créer des fleurs avec cette méthode, dans laquelle on brule légèrement le bord des pétales pour leur donner un aspect plus réel, vous devez utiliser un tissu léger et soyeux. Évitez la feutrine et tous les autres tissus épais pour réaliser ce type de fleur.",Choisissez un tissu soyeux.,['Choisissez un tissu soyeux.']
wikilingua_multilingual-train-186726,wikilingua_multilingual-train-186726,fr,fr,"Servez-le immédiatement. Vous pouvez ajouter des garnitures comme de la banane, de la crème fouettée, des baies, du sirop d’érable, etc.",Sortez le pancake de la poêle.,['Sortez le pancake de la poêle.']
wikilingua_multilingual-train-186749,wikilingua_multilingual-train-186749,fr,fr,"Servez-vous d'une allumette ou d'un briquet. Faites cela à proximité d'un évier ou d'une source d'eau quelconque, au cas où vous renverseriez la bougie. La cuillère doit être à environ 2,5 centimètres au-dessus de la flamme . Vous pouvez laisser le rouge à lèvres refroidir dans la pièce dans laquelle vous étiez en train de travailler. Autrement, vous pouvez placer le récipient au réfrigérateur ou au congélateur.",Allumez une bougie sur une surface supportant la chaleur. Maintenez la cuillère au-dessus de la femme. Laissez le rouge à lèvres refroidir.,['Allumez une bougie sur une surface supportant la chaleur. Maintenez la cuillère au-dessus de la femme. Laissez le rouge à lèvres refroidir.']
wikilingua_multilingual-train-186753,wikilingua_multilingual-train-186753,fr,fr,"Une fois que vous avez exécuté trois séries avec le plus de pompes possible, notez les résultats obtenus lors de chaque série, sans oublier d'y inclure le temps passé pour chaque série. Il est tout à fait possible et normal que vous ayez des courbattures le lendemain du tout premier entrainement. Il se peut également que vous n'ayez pas le courage de faire plus de pompes, cependant, cette routine donnera de meilleurs résultats si vous la respectez deux à trois fois par semaine .",Notez les résultats obtenus lors de vos débuts. Prenez deux jours de repos.,['Notez les résultats obtenus lors de vos débuts. Prenez deux jours de repos.']
wikilingua_multilingual-train-186765,wikilingua_multilingual-train-186765,fr,fr,"Accédez au Google Play Store via votre écran d'accueil ou la liste des applications installées sur votre ordinateur (appdrawer en anglais). Dans la liste des résultats, trouvez l'application développée par « EasyApps Studio » et appuyez dessus. Jetez un coup d'œil à la description de l'application si vous le souhaitez puis appuyez sur le bouton Installer lorsque vous êtes prêt(e) à installer l'application sur votre appareil.",Ouvrez le Google Play Store. Recherchez l'application Uninstall Master Uninstaller. Installez l'application sur votre appareil.,"[""Ouvrez le Google Play Store. Recherchez l'application Uninstall Master Uninstaller. Installez l'application sur votre appareil.""]"
wikilingua_multilingual-train-186788,wikilingua_multilingual-train-186788,fr,fr,"Souvenez-vous de soutenir son cou et sa tête en plaçant une main sous son torse pour les stabiliser. Cela peut prendre quelques minutes ou être instantané. Tout dépend de l'enfant. Chaque repas n'entraîne pas de rot, mais si votre bébé se tord ou s'agite de façon inconfortable, il en a peut-être besoin avant de continuer à boire ou à manger.",Allongez votre bébé sur le ventre sur vos cuisses et maintenez son cou et sa tête en l'air. Tapotez ou frottez le dos de votre bébé jusqu'à ce que le rot sorte.,"[""Allongez votre bébé sur le ventre sur vos cuisses et maintenez son cou et sa tête en l'air. Tapotez ou frottez le dos de votre bébé jusqu'à ce que le rot sorte.""]"
wikilingua_multilingual-train-186945,wikilingua_multilingual-train-186945,fr,fr,"N'utilisez pas le futon avant qu'il ne soit complètement sec. Cela devrait prendre environ une journée si vous le séchez à l'air libre. Si vous voulez accélérer le processus, utilisez un sèche-cheveu. Si possible, laissez-le sécher au soleil plus rapidement .",Laissez le matelas se sécher.,['Laissez le matelas se sécher.']
wikilingua_multilingual-train-187012,wikilingua_multilingual-train-187012,fr,fr,"Si vous gardez le même volume d’autres ingrédients liquides dans la recette, l’ajout de yaourt ou de petit-lait rendra la pâte trop liquide. Ajustez les quantités d’ingrédients de manière à retirer 125 ml de liquide en tout .  S’il y a d’autres produits laitiers dans la recette, commencez par réduire leur volume. Ajustez ensuite le volume d’extraits et d’autres liquides dans la pâte. Sachez que cela peut modifier le gout des pâtisseries.",Réduisez les autres liquides.,['Réduisez les autres liquides.']
wikilingua_multilingual-train-187013,wikilingua_multilingual-train-187013,fr,fr,"Vous devez tenir le briquet fermement en laissant dépasser le bas près de votre pouce Le briquet doit être aligné avec le bout de vos phalanges du milieu. Autrement dit, le bas du briquet doit être parallèle à votre pouce.",Serrez le briquet dans votre main de façon à ne laisser dépasser son bas que de 1 ou 2 cm.,['Serrez le briquet dans votre main de façon à ne laisser dépasser son bas que de 1 ou 2 cm.']
